VesselName	ShipType	IMO	Built	DWT	Destination	ETA
ASIR	CONTAINER SHIP	9154531	1998	49993	TANGER	24 February 2015 19:00
MAERSK SEVILLE	CONTAINER SHIP	9299927	2006	99000	SAVANNAH	24 February 2015 18:30
ATLANTIC VOYAGER	CONTAINER SHIP	9153410	1999	33819	ALGECIRAS	24 February 2015 18:00
PRIMUS	CONTAINER SHIP	9124380	1997	30450	TANGER	24 February 2015 18:00
HS SHACKLETON	CONTAINER SHIP	9477799	2011	0	ADELAIDE	24 February 2015 17:30
YM GREAT	CONTAINER SHIP	9267156	2004	66500	PORT SAID	24 February 2015 16:00
HYUNDAI DREAM	CONTAINER SHIP	9637222	0	0	PORT SAID	24 February 2015 16:00
MSC BUSAN	CONTAINER SHIP	9289087	2005	102000	CHARLESTON	24 February 2015 16:00
MOL DELIGHT	CONTAINER SHIP	9352406	2009	52000	HONG KONG	24 February 2015 15:30
CSCL EUROPE	CONTAINER SHIP	9285988	2004	105000	FOS	24 February 2015 15:15
NORTHERN PROMOTION	CONTAINER SHIP	9467043	2010	50500	SAVANNAH	24 February 2015 13:00
HANJIN ATLANTA	CONTAINER SHIP	9389394	2009	50632	CRISTOBAL	24 February 2015 12:30
NORTHERN DEXTERITY	CONTAINER SHIP	9345996	2008	42000	CHARLESTON	24 February 2015 10:00
VALENCIA EXPRESS	CONTAINER SHIP	9108130	1996	33735	ALGECIRAS	24 February 2015 07:00
OOCL JAKARTA	CONTAINER SHIP	9404883	2010	50500	KAO HSIUNG	24 February 2015 05:30
PEGASUS J	CONTAINER SHIP	9355434	2006	10400	PORT EVERGLADES	24 February 2015 03:30
GRANVILLE BRIDGE	CONTAINER SHIP	9305697	2006	69000	TACOMA	24 February 2015 03:00
INDEPENDENT ACCORD	CONTAINER SHIP	9306237	2007	19500	ANTWERP	24 February 2015 02:00
CLIPPER LIS	CONTAINER SHIP	9515723	0	0	HEROYA	24 February 2015 01:00
SOFIA EXPRESS	CONTAINER SHIP	9450404	2010	0	TACOMA	24 February 2015 01:00
ISODORA	CONTAINER SHIP	9187863	1999	34717	ALGECIRAS	24 February 2015 00:30
MEDBOTHNIA	CONTAINER SHIP	9437220	2010	11979	SHANGHAI	24 February 2015 00:01
NYK METEOR	CONTAINER SHIP	9337638	2007	67000	ANTWERP	24 February 2015 00:01
NYK NEBULA	CONTAINER SHIP	9337640	2007	67000	BREMERHAVEN	24 February 2015 00:00
CONCORDIA	CONTAINER SHIP	9162679	1997	11401	ALESUND	24 February 2015 00:00
JMS BRAVO	CONTAINER SHIP	9688491			SINGAPORE	24 February 2015 00:00
EM CORFU	CONTAINER SHIP	9231494	2001	34717	ANTWERP	23 February 2015 22:00
HERM KIEPE	CONTAINER SHIP	9162667	1997	13059	BARCELONA	23 February 2015 22:00
MSC CADIZ	CONTAINER SHIP	9480203	2011	0	TANGER	23 February 2015 20:00
MSC SINDY	CONTAINER SHIP	9336048	2007	115000	HAIFA	23 February 2015 20:00
CAP DOUKATO	CONTAINER SHIP	9227285	2002	50200	LE HAVRE	23 February 2015 19:00
CMA CGM ONYX	CONTAINER SHIP	9334143	2007	52000	ROTTERDAM	23 February 2015 19:00
EVER DECENT	CONTAINER SHIP	9134244	1997	55604	NORFOLK	23 February 2015 19:00
MAERSK KIMI	CONTAINER SHIP	9162227	1998	88686	SUEZ CANAL	23 February 2015 19:00
ADELINA D	CONTAINER SHIP	9306079	2006	19500	HAMBURG	23 February 2015 16:00
COVANO	CONTAINER SHIP	9297864	2005	66800	ANTWERP	23 February 2015 15:20
SCI NHAVA SHEVA	CONTAINER SHIP	9290414	2005	66800	GIOIA TAURO	23 February 2015 15:00
MAGNUS F	CONTAINER SHIP	9306835	2006	13760	BILBAO	23 February 2015 14:00
MOL MAESTRO	CONTAINER SHIP	9415727	2009	0	JACKSONVILLE	23 February 2015 14:00
3 OAK	CONTAINER SHIP	9360972	2006	8800	ROTTERDAM	23 February 2015 13:00
VLIET TRADER	CONTAINER SHIP	9395109	2007	18700	PHILADELPHIA	23 February 2015 13:00
JEPPESEN MAERSK	CONTAINER SHIP	9215165	2001	33855	AUCKLAND	23 February 2015 13:00
OUED ZIZ	CONTAINER SHIP	9143855	1998	7600	MARSAXLOKK	23 February 2015 12:00
MSC PILAR	CONTAINER SHIP	8715871	1990	60350	PHILADELPHIA	23 February 2015 12:00
NYK SILVIA	CONTAINER SHIP	9419656	2009	28325	LONG BEACH	23 February 2015 12:00
ALEXANDRA RICKMERS	CONTAINER SHIP	9152739	1997	30781	MERSIN	23 February 2015 12:00
CAFER DEDE	CONTAINER SHIP	9365831	2008	0	MERSIN	23 February 2015 12:00
HELENE J	CONTAINER SHIP	9138238	1997	26375	ROTTERDAM	23 February 2015 11:00
ZIM TARRAGONA	CONTAINER SHIP	9471214	2010	0	VALENCIA	23 February 2015 11:00
XIN YAN TAI	CONTAINER SHIP	9304801	2005	59000	SHANGHAI	23 February 2015 10:00
CMA CGM AQUILA	CONTAINER SHIP	9410741	2009	0	LE HAVRE	23 February 2015 09:00
MOANA	CONTAINER SHIP	9529190	0	0	RAVENNA	23 February 2015 08:00
SAFMARINE NOKWANDA	CONTAINER SHIP	9294393	2005	63500	AUCKLAND	23 February 2015 07:30
MSC SORAYA	CONTAINER SHIP	9372494	2008	72900	LE HAVRE	23 February 2015 07:00
CMA CGM MEKNES	CONTAINER SHIP	9435820	2008	11500	TANGER	23 February 2015 05:00
TOMRIZ A	CONTAINER SHIP	9126754	1997	19332	VALENCIA	23 February 2015 04:00
HYUNDAI FORCE	CONTAINER SHIP	9347566	2008	101000	PUSAN	23 February 2015 04:00
MERWEDIJK	CONTAINER SHIP	9242986	2001	7500	KOTKA	23 February 2015 04:00
CMACGM FORT ST GEORG	CONTAINER SHIP	9261918	2003	30700	DUNKERQUE	23 February 2015 03:00
MAUNALEI	CONTAINER SHIP	9273686	2006	33800	HONOLULU	23 February 2015 02:00
PIONEER LAKE	CONTAINER SHIP	9252797	2003	11200	ALGECIRAS	22 February 2015 23:00
MSC FLORENTINA	CONTAINER SHIP	9251705	2003	79500	VERACRUZ	22 February 2015 22:00
HANSA AALESUND	CONTAINER SHIP	9221061	2001	20700	SAVANNAH	22 February 2015 20:00
HYUNDAI PRIDE	CONTAINER SHIP	9637260	0	0	PORT SAID	22 February 2015 16:00
MELL SEMANGAT	CONTAINER SHIP	9334832	2006	23580	KAO HSIUNG	22 February 2015 16:00
CALA PAGURO	CONTAINER SHIP	9412787	2007	21150	TANGER	22 February 2015 12:00
CORSAR	CONTAINER SHIP	9429223	2009	0	BILBAO	22 February 2015 12:00
ZIM SAVANNAH	CONTAINER SHIP	9282974	2004	67170	NORFOLK	22 February 2015 09:00
AL ABDALI	CONTAINER SHIP	9154543	1998	49993	VALENCIA	22 February 2015 09:00
MSC SOPHIE	CONTAINER SHIP	9073062	1993	43378	LE HAVRE	22 February 2015 09:00
JUDITH BORCHARD	CONTAINER SHIP	9216365	2001	15315	DUBLIN	22 February 2015 09:00
NORTHERN PRACTISE	CONTAINER SHIP	9450301	2009	50500	LONG BEACH	22 February 2015 07:30
CAPITAINE COOK	CONTAINER SHIP	9359686	2008	12000	AUCKLAND	22 February 2015 06:48
XIN NAN SHA	CONTAINER SHIP	9310056	2005	52000	PANAMA CANAL	22 February 2015 05:00
MAERSK VISBY	CONTAINER SHIP	9411367	2009	22000	NORFOLK	22 February 2015 05:00
ALEXANDRA	CONTAINER SHIP	9225407	2000	39128	AUCKLAND	22 February 2015 05:00
MOL PROMISE	CONTAINER SHIP	9236482	2002	73063	TACOMA	22 February 2015 05:00
CHICAGO EXPRESS	CONTAINER SHIP	9295268	2006	100000	NEW YORK	22 February 2015 02:30
CAP BLANCHE	CONTAINER SHIP	9311775	2006	37800	ADELAIDE	21 February 2015 23:00
MAERSK JEFFERSON	CONTAINER SHIP	9399765	2008	34700	MARSAXLOKK	21 February 2015 22:30
SANTA PLACIDA	CONTAINER SHIP	9326794	2005	66800	ADELAIDE	21 February 2015 20:00
SHAOSHING	CONTAINER SHIP	9614490	0	0	AUCKLAND	21 February 2015 20:00
DANAE C	CONTAINER SHIP	9226425	2001	33795	LE HAVRE	21 February 2015 20:00
CMA CGM ENFIELD	CONTAINER SHIP	9463047	2011	0	SUEZ CANAL	21 February 2015 19:00
MAERSK EUBANK	CONTAINER SHIP	9463035	2011	0	SUEZ CANAL	21 February 2015 19:00
SAFMARINE NILE	CONTAINER SHIP	9356098	2008	33500	ALGECIRAS	21 February 2015 18:30
PUCON	CONTAINER SHIP	9306158	2006	77000	SUEZ CANAL	21 February 2015 17:00
LOG IN PANTANAL	CONTAINER SHIP	9351799	2007	24200	VITORIA	21 February 2015 16:00
CAPE MAYOR	CONTAINER SHIP	9360271	2007	37800	ALGECIRAS	21 February 2015 12:00
COSCO HARMONY	CONTAINER SHIP	9472177	2011	0	LOS ANGELES	21 February 2015 11:00
EUGEN MAERSK	CONTAINER SHIP	9321550	2008	105750	SINGAPORE	21 February 2015 10:00
LOUDS ISLAND	CONTAINER SHIP	9305013	2005	37000	CHIBA	21 February 2015 10:00
RHL AGILITAS	CONTAINER SHIP	9373486	2007	23664	NORFOLK	21 February 2015 09:00
OOCL CALIFORNIA	CONTAINER SHIP	9102289	1995	67765	BRISBANE	21 February 2015 08:30
DUESSELDORF EXPRESS	CONTAINER SHIP	9143556	1998	66771	VERACRUZ	21 February 2015 07:30
MACAO STRAIT	CONTAINER SHIP	9362724	2008	25899	LISBOA	21 February 2015 07:00
CAP PORTLAND	CONTAINER SHIP	9344631	2007	22000	LONG BEACH	21 February 2015 07:00
CAPE FARO	CONTAINER SHIP	9347712	2006	20250	TOKYO	21 February 2015 05:30
LEXA MAERSK	CONTAINER SHIP	9190767	2001	63200	BRISBANE	21 February 2015 02:30
OOCL ATLANTA	CONTAINER SHIP	9285005	2005	99615	PUSAN	21 February 2015 01:00
KIEL EXPRESS	CONTAINER SHIP	8902539	1991	67680	MELBOURNE	20 February 2015 23:30
MSC DEILA	CONTAINER SHIP	9461415	2010	0	GIOIA TAURO	20 February 2015 22:00
INDEPENDENT VOYAGER	CONTAINER SHIP	9481532	2009	0	LIVERPOOL	20 February 2015 20:00
ROTTERDAM EXPRESS	CONTAINER SHIP	9193317	2000	66975	LE HAVRE	20 February 2015 19:00
MAERSK WESTPORT	CONTAINER SHIP	9387463	2009	21700	ALGECIRAS	20 February 2015 18:30
MOL PARADISE	CONTAINER SHIP	9307047	2005	79000	PORT SAID	20 February 2015 18:00
KOKOPO CHIEF	CONTAINER SHIP	8907412	1991	10553	BRISBANE	20 February 2015 17:30
MAERSK COLUMBUS	CONTAINER SHIP	9332987	2007	80000	SUEZ CANAL	20 February 2015 17:00
KAPALUA KONTOR	CONTAINER SHIP	9395599	2007	13760	PUSAN	20 February 2015 12:47
MSC CANDICE	CONTAINER SHIP	9339284	2007	115000	LONG BEACH	20 February 2015 10:00
ALBERT MAERSK	CONTAINER SHIP	9260469	2004	105750	SAVANNAH	20 February 2015 08:00
HANJIN NORFOLK	CONTAINER SHIP	9375496	2008	0	PANAMA CANAL	20 February 2015 06:00
MSC FRANCESCA	CONTAINER SHIP	9401116	2009	113900	NING BO	20 February 2015 06:00
BOSTON EXPRESS	CONTAINER SHIP	9036909	1993	67680	PUSAN	20 February 2015 05:00
MAERSK BRANI	CONTAINER SHIP	9409352	2009	0	CHARLESTON	20 February 2015 05:00
MAERSK IOWA	CONTAINER SHIP	9298686	2006	59000	NEWARK	20 February 2015 04:00
ITAL LIBERA	CONTAINER SHIP	9322475	2007	67500	NORFOLK	20 February 2015 00:01
WAN HAI 222	CONTAINER SHIP	9074444	1994	23420	CHIBA	19 February 2015 22:30
SATIE	CONTAINER SHIP	9330513	2006	39000	MARSAXLOKK	19 February 2015 22:30
ADELINE	CONTAINER SHIP	9539092	0	0	ZEEBRUGGE	19 February 2015 22:00
MAERSK EDINBURGH	CONTAINER SHIP	9456757	2010	0	SUEZ CANAL	19 February 2015 19:00
ORCA I	CONTAINER SHIP	9318113	2006	67170	SAVANNAH	19 February 2015 19:00
MSC VEGA	CONTAINER SHIP	9465265	2010	0	SUEZ CANAL	19 February 2015 18:30
NORWAVE	CONTAINER SHIP	9138666	1996	7761	LEIXOES	19 February 2015 17:00
MOL BRAVO	CONTAINER SHIP	9685322	0	0	SUEZ CANAL	19 February 2015 16:30
NEDLLOYD MARITA	CONTAINER SHIP	9275048	2003	34567	HAMBURG	19 February 2015 13:00
TAASINGE MAERSK	CONTAINER SHIP	9064384	1994	28550	ALGECIRAS	19 February 2015 10:00
ZIM ALABAMA	CONTAINER SHIP	9471226	2010	0	HALIFAX	19 February 2015 10:00
MAUNAWILI	CONTAINER SHIP	9268538	2004	30000	HONOLULU	19 February 2015 10:00
HANJIN KINGSTON	CONTAINER SHIP	9389382	2008	50632	CRISTOBAL	19 February 2015 10:00
MSC PARIS	CONTAINER SHIP	9301483	2006	97430	ANTWERP	19 February 2015 09:30
EM HYDRA	CONTAINER SHIP	9338967	2005	23579	GUAYAQUIL	19 February 2015 08:00
AILA	CONTAINER SHIP	9354337	2007	10900	GHENT (GENT)	19 February 2015 08:00
ANL WINDARRA	CONTAINER SHIP	9324849	2007	52000	GENOVA	19 February 2015 06:00
CRISTINA STAR	CONTAINER SHIP	9210098	2001	39300	PHILADELPHIA	19 February 2015 05:00
SANTOS EXPRESS	CONTAINER SHIP	9301835	2006	50500	ADELAIDE	19 February 2015 04:30
HILDE A	CONTAINER SHIP	9305908	2005	18400	GENOVA	19 February 2015 04:00
HANSA REGENSBURG	CONTAINER SHIP	9435258	2008	23579	JACKSONVILLE	19 February 2015 03:00
HYUNDAI COURAGE	CONTAINER SHIP	9347542	2008	101000	TACOMA	19 February 2015 01:45
CMA CGM TARPON	CONTAINER SHIP	9331012	2007	67170	PANAMA CANAL	19 February 2015 00:30
MAERSK IZMIR	CONTAINER SHIP	9348168	2008	42000	DURBAN	18 February 2015 21:00
ZIM BARCELONA	CONTAINER SHIP	9280835	2004	54760	CHARLESTON	18 February 2015 21:00
DS PATRIOT	CONTAINER SHIP	9215866	2001	80000	SUEZ CANAL	18 February 2015 19:00
ALANA	CONTAINER SHIP	9297589	2004	11200	VIGO	18 February 2015 19:00
MSC VANESSA	CONTAINER SHIP	9251688	2003	79500	VALENCIA	18 February 2015 18:10
MSC ANIELLO	CONTAINER SHIP	9203942	2000	56916	GIOIA TAURO	18 February 2015 17:00
MOL EXPRESS	CONTAINER SHIP	9251391	2003	61441	CHARLESTON	18 February 2015 16:00
FURTH	CONTAINER SHIP	9366469	2007	12545	CATANIA	18 February 2015 15:00
DENIZ-M	CONTAINER SHIP	9353216	2007	41500	PORT SAID	18 February 2015 12:30
MSC BENEDETTA	CONTAINER SHIP	9465253	2010	0	GIOIA TAURO	18 February 2015 11:00
HYUNDAI SHANGHAI	CONTAINER SHIP	9305647	2006	79000	PUSAN	18 February 2015 11:00
ASIAN ZEPHYR	CONTAINER SHIP	9245043	2001	18077	PUSAN	18 February 2015 11:00
SKAGEN MAERSK	CONTAINER SHIP	9166792	1999	104696	MARSAXLOKK	18 February 2015 05:30
QINGDAO TOWER	CONTAINER SHIP	9233832	2003	50500	LONG BEACH	18 February 2015 04:00
APL AGATE	CONTAINER SHIP	9139713	1997	64145	CAGLIARI	18 February 2015 04:00
CMACGM FORT ST LOUIS	CONTAINER SHIP	9261889	2003	30700	LE HAVRE	18 February 2015 04:00
GLORY	CONTAINER SHIP	9124378	1996	30450	MELBOURNE	18 February 2015 03:00
CSAV BRASILIA	CONTAINER SHIP	9437062	2009	0	HAMBURG	17 February 2015 23:30
HAMMERSMITH BRIDGE	CONTAINER SHIP	9395147	2009	99000	HAMBURG	17 February 2015 22:00
SCT ZURICH	CONTAINER SHIP	9302580	2006	67550	GIOIA TAURO	17 February 2015 22:00
MAERSK NIAMEY	CONTAINER SHIP	9434917	2009	0	ROTTERDAM	17 February 2015 18:30
CSCL MARS	CONTAINER SHIP	9467287	2012	0	SUEZ CANAL	17 February 2015 18:00
APL ENGLAND	CONTAINER SHIP	9218650	2001	67986	SHANGHAI	17 February 2015 17:00
MAERSK BINTAN	CONTAINER SHIP	9355288	2008	50000	ALGECIRAS	17 February 2015 16:00
CMA CGM LIBRA	CONTAINER SHIP	9399193	2009	0	LONG BEACH	17 February 2015 14:00
MOL COURAGE	CONTAINER SHIP	9321263	2008	99000	HONG KONG	17 February 2015 11:30
OOCL NORFOLK	CONTAINER SHIP	9440045	2009	50500	ADELAIDE	17 February 2015 11:00
STRAUSS	CONTAINER SHIP	9306471	2005	33900	ALGECIRAS	17 February 2015 11:00
CMA CGM PLATON	CONTAINER SHIP	9362437	2007	20000	LE HAVRE	17 February 2015 09:00
SANTA REBECCA	CONTAINER SHIP	9227302	2002	52800	ANTWERP	17 February 2015 09:00
FLAMENGO	CONTAINER SHIP	8223012	1985	26868	SANTOS	17 February 2015 09:00
SEAGO BREMERHAVEN	CONTAINER SHIP	9313967	2007	51000	ANTWERP	17 February 2015 08:00
CSCL MELBOURNE	CONTAINER SHIP	9290127	2005	50500	PANAMA CANAL	17 February 2015 07:00
MSC CHICAGO	CONTAINER SHIP	9290555	2005	108200	CHARLESTON	17 February 2015 06:00
OCEAN PROMISE	CONTAINER SHIP	9215892	2001	34717	BREMERHAVEN	17 February 2015 02:30
PRIMAVERA	CONTAINER SHIP	9372860	2008	43400	AUCKLAND	16 February 2015 23:00
NEW DELHI EXPRESS	CONTAINER SHIP	9301770	2005	50500	PORT SAID	16 February 2015 23:00
HANJIN MALTA	CONTAINER SHIP	9021679	1993	62681	VALENCIA	16 February 2015 23:00
KORNETT	CONTAINER SHIP	9354428	2007	11200	GIOIA TAURO	16 February 2015 22:00
MEDAZOV ROSA	CONTAINER SHIP	9142447	1996	4830	CEUTA	16 February 2015 20:00
MOL ENCORE	CONTAINER SHIP	9261712	2003	55000	BALBOA	16 February 2015 20:00
JONA	CONTAINER SHIP	9337028	2007	28325	TANGER	16 February 2015 18:00
OOCL CHONGQING	CONTAINER SHIP	9622629	0	0	PORT SAID	16 February 2015 16:00
MOL MARVEL	CONTAINER SHIP	9475612	2010	0	CHARLESTON	16 February 2015 15:00
CMA CGM MUSCA	CONTAINER SHIP	9356311	2009	115000	LE HAVRE	16 February 2015 12:00
NYK ADONIS	CONTAINER SHIP	9468293	2010	99000	NEW YORK	16 February 2015 09:00
MSC METHONI	CONTAINER SHIP	9256755	2003	85250	SINES	16 February 2015 09:00
MAERSK DANANG	CONTAINER SHIP	9348687	2008	67500	PORT SAID	16 February 2015 08:00
BAVARIA	CONTAINER SHIP	9113446	1996	18355	PIRAEUS	16 February 2015 06:00
CSCL WINTER	CONTAINER SHIP	9645877	0	0	QINGDAO GANG	16 February 2015 00:30
MARIANNE SCHULTE	CONTAINER SHIP	9215907	2001	34717	ANTWERP	15 February 2015 23:00
HE BIN	CONTAINER SHIP	9187423	1999	11400	NING BO	15 February 2015 22:00
HALIFAX EXPRESS	CONTAINER SHIP	9200823	2000	66818	HALIFAX	15 February 2015 21:00
EMILIA	CONTAINER SHIP	9197521	1999	7131	BREMERHAVEN	15 February 2015 20:00
ELAFONISOS	CONTAINER SHIP	9179816	1999	33750	ALGECIRAS	15 February 2015 20:00
CAP TRAFALGAR	CONTAINER SHIP	9215660	2001	50200	LE HAVRE	15 February 2015 19:00
TINA	CONTAINER SHIP	9277383	2003	8900	BREMERHAVEN	15 February 2015 19:00
HYUNDAI FORWARD	CONTAINER SHIP	9330707	2007	64660	PUSAN	15 February 2015 17:00
APL MALAYSIA	CONTAINER SHIP	9196917	2000	66910	ADELAIDE	15 February 2015 16:00
APL GWANGYANG	CONTAINER SHIP	9461879	2011	0	PORT SAID	15 February 2015 16:00
OOCL VANCOUVER	CONTAINER SHIP	9306990	2006	66500	DAMIETTA	15 February 2015 15:00
STADT HAMELN	CONTAINER SHIP	9330276	2007	13760	MARSAXLOKK	15 February 2015 10:00
WEC GOYA	CONTAINER SHIP	9376050	2008	11200	VIGO	15 February 2015 06:00
HANJIN ELIZABETH	CONTAINER SHIP	9015539	1992	62681	VALENCIA	15 February 2015 01:00
IREM KALKAVAN	CONTAINER SHIP	9322865	2006	12500	MARSAXLOKK	15 February 2015 00:15
MAERSK ANTARES	CONTAINER SHIP	9342504	2007	109000	PUSAN	14 February 2015 20:00
LUDWIG SCHULTE	CONTAINER SHIP	9435686	2008	23500	ALEXANDRIA	14 February 2015 19:45
MAERSK ELBA	CONTAINER SHIP	9458078	2011	0	SUEZ CANAL	14 February 2015 19:00
MAERSK EFFINGHAM	CONTAINER SHIP	9463059	2011	0	SUEZ CANAL	14 February 2015 19:00
BRITAIN	CONTAINER SHIP	9102318	1996	67765	BRISBANE	14 February 2015 18:30
APL EGYPT	CONTAINER SHIP	9196905	2000	66922	OAKLAND	14 February 2015 16:00
HANJIN TABUL	CONTAINER SHIP	9630406			PUSAN	14 February 2015 15:00
ZIM NEW YORK	CONTAINER SHIP	9231810	2002	54760	NORFOLK	14 February 2015 14:00
MAERSK TANJONG	CONTAINER SHIP	9332511	2007	100000	VALENCIA	14 February 2015 12:30
DIMITRIS C	CONTAINER SHIP	9210074	2001	46000	LE HAVRE	14 February 2015 11:00
MSC RANIA	CONTAINER SHIP	9309447	2005	100000	KAO HSIUNG	14 February 2015 10:00
CMA CGM TITUS	CONTAINER SHIP	9450636	2010	0	PORT SAID	14 February 2015 10:00
MAERSK VALLVIK	CONTAINER SHIP	9411381	2010	22000	NORFOLK	14 February 2015 09:00
IBRAHIM DEDE	CONTAINER SHIP	9365843	2008		MERSIN	14 February 2015 08:00
MAERSK JAIPUR	CONTAINER SHIP	9343974	2008	39000	TANGER	14 February 2015 08:00
HOUSTON EXPRESS	CONTAINER SHIP	9294991	2005	100000	NEW YORK	14 February 2015 07:30
SAG WESTFALEN	CONTAINER SHIP	9225794	2003	30700	TANGER	14 February 2015 06:00
MSC ASYA	CONTAINER SHIP	9339296	2008	115000	GIOIA TAURO	14 February 2015 05:00
APL SALALAH	CONTAINER SHIP	9462029	2011	0	OAKLAND	14 February 2015 04:00
NILEDUTCH GEMSBOK	CONTAINER SHIP	9241475	2003	34100	LEIXOES	14 February 2015 00:30
IKAN SENYUR	CONTAINER SHIP	9573830			NEW ORLEANS	13 February 2015 22:00
LARS MAERSK	CONTAINER SHIP	9294379	2005	63500	BRISBANE	13 February 2015 18:30
MAERSK MEMPHIS	CONTAINER SHIP	9348651	2007	76000	SUEZ CANAL	13 February 2015 18:00
CHAMPION PRINCE	CONTAINER SHIP	9488011	2011	0	SINGAPORE	13 February 2015 18:00
CMA CGM MEDEA	CONTAINER SHIP	9299800	2006	101000	TIANJIN	13 February 2015 18:00
WEHR ALSTER	CONTAINER SHIP	9232383	2002	33650	DAKAR	13 February 2015 18:00
MSC FLAMINIA	CONTAINER SHIP	9225615	2001	79000	SINES	13 February 2015 16:45
MSC MARIA SAVERIA	CONTAINER SHIP	9467421	2011	0	PORT SAID	13 February 2015 16:30
CMA CGM C. COLOMB	CONTAINER SHIP	9453559	2010	0	SUEZ CANAL	13 February 2015 16:30
MSC RACHELE	CONTAINER SHIP	9290282	2005	100400	SUEZ CANAL	13 February 2015 16:00
KISARAGI MARU	CONTAINER SHIP	9701592	0	0	CHIBA	13 February 2015 14:30
HANJIN HARMONY	CONTAINER SHIP	9502958	2012	0	SUEZ CANAL	13 February 2015 14:00
RDO CONCORD	CONTAINER SHIP	9401283	2009	79000	SINGAPORE	13 February 2015 12:00
RUBIN	CONTAINER SHIP	9175585	1998	5250	ALEXANDRIA	13 February 2015 12:00
MARE BRITANNICUM	CONTAINER SHIP	9235074	2000	52250	ADELAIDE	13 February 2015 06:30
HANJIN VERSAILLES	CONTAINER SHIP	9443035	2010	0	ALGECIRAS	13 February 2015 06:00
DIAMANTIS P	CONTAINER SHIP	9146314	1998	30300	PORT EVERGLADES	13 February 2015 05:00
BIANCA RAMBOW	CONTAINER SHIP	9297591	2004	11200	BREMERHAVEN	13 February 2015 02:00
XIN LOS ANGELES	CONTAINER SHIP	9307217	2006	108000	PORT SAID	13 February 2015 01:00
MSC MIRA	CONTAINER SHIP	9213583	2000	67500	ANTWERP	13 February 2015 00:01
SAFMARINE TARABA	CONTAINER SHIP	9445019	2008	0	ALGECIRAS	13 February 2015 00:00
PIRITA	CONTAINER SHIP	9108063	1995	7946	ARHUS	12 February 2015 22:00
SAFMARINE NOMAZWE	CONTAINER SHIP	9294381	2005	63500	BRISBANE	12 February 2015 18:30
MSC LA SPEZIA	CONTAINER SHIP	9461403	2010	0	GIOIA TAURO	12 February 2015 17:00
MSC ESTHI	CONTAINER SHIP	9304411	2006	108200	HAIFA	12 February 2015 16:00
MAERSK SOFIA	CONTAINER SHIP	9308637	2007	131800	MARSAXLOKK	12 February 2015 14:00
YM SUCCESS	CONTAINER SHIP	9294800	2004	69000	PUSAN	12 February 2015 12:00
ZIM ROTTERDAM	CONTAINER SHIP	9398450	2009	113900	PUSAN	12 February 2015 12:00
ANL WARRINGA	CONTAINER SHIP	9324837	2007	52000	ADELAIDE	12 February 2015 10:30
CMA CGM RABELAIS	CONTAINER SHIP	9406635	2009	0	PORT SAID	12 February 2015 10:00
CMA CGM ORFEO	CONTAINER SHIP	9364992	2008	120000	OAKLAND	12 February 2015 09:00
CPO FRANCE	CONTAINER SHIP	9347308	2008	22000	LONDON	12 February 2015 09:00
MAERSK KENTUCKY	CONTAINER SHIP	9193240	1999	62242	PORT SAID	12 February 2015 08:30
CAP BIZERTA	CONTAINER SHIP	9302944	2006	34000	HAMBURG	12 February 2015 08:00
CMA CGM L ETOILE	CONTAINER SHIP	9301469	2005	34251	MELBOURNE	12 February 2015 08:00
LUNA MAERSK	CONTAINER SHIP	9190781	2002	63200	ALGECIRAS	12 February 2015 05:30
HANJIN GREECE	CONTAINER SHIP	9484948	2011	0	LONG BEACH	12 February 2015 04:00
COSCO DURBAN	CONTAINER SHIP	9484297	2012	0	MELBOURNE	12 February 2015 03:00
NYK DELPHINUS	CONTAINER SHIP	9337652	2008	67000	CRISTOBAL	12 February 2015 02:50
PUELCHE	CONTAINER SHIP	9306287	2007	81243	PORT EVERGLADES	12 February 2015 02:15
BOMAR VICTORY	CONTAINER SHIP	9242649	2002	22300	ST PETERSBURG	12 February 2015 00:01
MSC RITA	CONTAINER SHIP	9289116	2005	102000	SINES	11 February 2015 23:00
MAERSK KAWASAKI	CONTAINER SHIP	9107887	1997	84900	FELIXSTOWE	11 February 2015 22:00
SEASPAN FELIXSTOWE	CONTAINER SHIP	9227039	2002	50500	OAKLAND	11 February 2015 20:00
HYUNDAI TENACITY	CONTAINER SHIP	9475674	2011	0	SUEZ CANAL	11 February 2015 16:00
CORELLI	CONTAINER SHIP	9126766	1997	19332	CAGLIARI	11 February 2015 16:00
HUDSON RIVER	CONTAINER SHIP	9330848	2007	13700	TANGER	11 February 2015 13:00
WESTERHAMM	CONTAINER SHIP	9137698	1998	30259	ALGECIRAS	11 February 2015 13:00
HS LIVINGSTONE	CONTAINER SHIP	9292149	2004	66762	BREMERHAVEN	11 February 2015 11:30
ALEXANDRA N	CONTAINER SHIP	9123221	1997	22900	GIBRALTAR	11 February 2015 10:00
CARTAGENA TRADER	CONTAINER SHIP	9436422	2008	41500	DAKAR	11 February 2015 09:00
SANTA ROBERTA	CONTAINER SHIP	9227326	2002	52800	LIVORNO	11 February 2015 05:30
MAERSK KAMPALA	CONTAINER SHIP	9215311	2001	87343	ALGECIRAS	11 February 2015 05:00
E R NEW YORK	CONTAINER SHIP	9238789	2003	50500	AUCKLAND	11 February 2015 05:00
CMA CGM ROSE	CONTAINER SHIP	9315886	2005	39000	AUCKLAND	11 February 2015 05:00
